Year,Make,Model,Condition,Price,ConsumerRating,ConsumerReviews,SellerType,SellerRating,SellerReviews,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2012,Mitsubishi,Eclipse GS Sport,Used,12985,4.5,21,Dealer,4.3,52,60501,Great,4.6,4.1,4.4,4.4,4.7,4.7,Silver,Front-wheel Drive,20,27,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI SOHC,4A37L2EF0CE002897,2897,19949
2019,Honda,CR-V EX-L,Used,30908,4.8,540,Dealer,4.8,1366,60443,Good,4.8,4.8,4.7,4.7,4.8,4.8,Modern Steel Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H86KE063737,502835A,32063
2021,Volkswagen,Tiguan 2.0T SEL,Used,34997,4.7,15,Dealer,4.7,1365,60202,Good,4.7,4.6,4.7,4.6,4.9,4.8,Deep Black Pearl Effect,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV2B7AX7MM071305,VP798,16662
2016,Porsche,Cayenne Base,Used,39915,4.8,39,Dealer,4.2,380,60642,Good,4.9,4.8,4.9,4.5,4.9,4.9,White,All-wheel Drive,19,24,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,WP1AA2A23GKA13755,K1819,47699
2011,Hyundai,Sonata GLS,Used,7500,4.5,334,Dealer,5,22,37204,Great,4.4,4.5,4.4,4.5,4.7,4.3,Radiant Silver,Front-wheel Drive,22,35,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5NPEB4AC1BH061671,61671,151856
2019,Honda,Odyssey EX-L,Used,38995,4.6,133,Dealer,4.8,63,37115,Good,4.8,4.6,4.5,4.3,4.7,4.5,Gray,Front-wheel Drive,19,28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H78KB023226,23226,39069
2019,Cadillac,XT4 Premium Luxury,Cadillac Certified,38968,4.2,107,Dealer,4,124,46038,Good,4.5,4.5,4,3.8,4.7,3.8,Twilight Blue Metallic,Front-wheel Drive,24,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1GYFZCR44KF189723,22H516,24998
2019,Honda,CR-V EX-L,Used,33279,4.8,540,Dealer,4.9,2106,46038,Good,4.8,4.8,4.7,4.7,4.8,4.8,Lunar Silver Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H86KH661646,120251Y,20414
2019,Mercedes-Benz,GLC 300 Base 4MATIC,Used,39871,4.6,72,Dealer,4.5,244,40222,Good,4.8,4.8,4.6,4.5,4.7,4.6,Brilliant Blue Metallic,All-wheel Drive,22,27,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G4KB7KV184189,AQ323A,16347
2019,Audi,Q8 3.0T Premium,Used,64297,4.8,27,Dealer,4.7,413,30117,Good,4.9,4.8,4.8,4.6,5,4.9,Orca Black Metallic,All-wheel Drive,17,22,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1FVAF19KD040701,NG640A,36918
2020,Lexus,GX 460 Base,Used,52990,4.9,22,Dealer,4.7,1634,30060,Great,5,4.9,4.9,4.8,5,5,Starfire Pearl,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX0L5265582,U54907A,30451
2020,Alfa,Romeo Giulia Base,Used,34489,4.9,11,Dealer,4,25,37923,Good,5,5,5,4.7,5,4.6,Montecarlo Blue Metallic,All-wheel Drive,23,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFANAN2L7629212,PL7629212,18137
2021,Kia,K5 GT-Line,Used,32391,4.6,68,Dealer,3.9,57,30274,Good,4.8,4.8,4.5,4.6,4.8,4.6,Sapphire Blue,All-wheel Drive,26,34,Gasoline,8-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,5XXG64J21MG022341,G9459A,33282
2019,Honda,CR-V EX-L,Honda Certified,31495,4.8,540,Dealer,4.6,328,48302,Good,4.8,4.8,4.7,4.7,4.8,4.8,Gunmetal Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H82KH671073,0469-22A,20580
2019,Subaru,Outback 2.5i Limited,Used,31950,4.7,262,Dealer,4.2,93,43228,Good,4.8,4.7,4.7,4.7,4.7,4.7,Crystal White Pearl,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,4S4BSANC8K3354552,SK3354552,38226
2015,MINI,Hardtop Cooper,Used,15900,4.8,37,Dealer,4.3,489,43228,Good,4.5,4.8,4.9,4.6,4.9,4.9,Electric Blue Metallic,Front-wheel Drive,29,40,Gasoline,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo,WMWXS5C5XFT831877,FT831877,77270
2017,Toyota,RAV4 XLE,Used,21000,4.8,591,Dealer,4.5,435,43228,Good,4.8,4.7,4.7,4.7,4.8,4.9,Electric Storm Blue,All-wheel Drive,22,29,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,JTMRFREV4HD199296,S5955A,81699
2019,Buick,Envision Essence,Used,30349,4.7,70,Dealer,4,32,48307,Good,4.7,4.8,4.6,4.6,4.8,4.7,Ebony Twilight Metallic,All-wheel Drive,21,27,Gasoline,6-SPEED A/T,4 Cylinder Engine,LRBFX2SA9KD033953,KD033953,18802
2020,Chevrolet,Traverse LT Cloth,Used,36047,4.9,112,Dealer,4.7,6018,43125,Good,4.8,4.9,4.9,4.7,4.9,4.8,Graphite Metallic,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERGKW6LJ266554,PRT43588,31473
2019,Cadillac,XT5 Luxury,Used,34456,4.6,94,Dealer,4.7,6018,43125,Good,4.8,4.7,4.6,4.4,4.7,4.5,Stellar Black Metallic,All-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNDRS9KZ161834,PRT43562,44407
2019,Cadillac,XT5 Luxury,Cadillac Certified,35987,4.6,94,Dealer,4.8,511,48095,Great,4.8,4.7,4.6,4.4,4.7,4.5,Crystal White Tri-Coat,All-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNDRS8KZ186689,T301021A,19830
2019,Audi,A6 55 Premium Plus,Used,44999,4.6,23,Dealer,4.9,99,43213,Good,4.7,4.8,4.6,4.3,5,4.5,Ibis White,All-wheel Drive,22,29,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo,WAUL2AF2XKN063065,I30303,47171
2019,Toyota,Highlander Limited,Used,40000,4.6,363,Dealer,4.6,223,45701,Good,4.8,4.7,4.6,4.5,4.7,4.6,Midnight Black Metallic,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,5TDDZRFH4KS971432,G7012824,35998
2020,Ford,Fusion SEL,Used,25000,4.8,70,Dealer,4.5,127,45701,Good,4.8,4.8,4.7,4.7,4.9,4.8,Oxford White,Front-wheel Drive,23,34,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3FA6P0CD4LR195759,F7012802R,47989
2019,Subaru,Ascent Touring 7-Passenger,Used,40173,4.5,178,Dealer,4.7,212,29302,Good,4.7,4.6,4.6,4.4,4.6,4.5,White,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD1K3475339,12934A,16251
2021,Audi,A4 40 Premium Plus,Used,44567,5,4,Dealer,4.8,1176,28105,Great,5,5,5,5,4.8,5,Mythos Black Metallic,All-wheel Drive,24,31,Gasoline,7-Speed Automatic,2.0L,WAUEAAF4XMA057919,SL4005,16767
2019,Nissan,Rogue Sport SV,Used,26500,4.6,74,Dealer,4.7,4644,28105,Good,4.6,4.5,4.5,4.6,4.6,4.7,Gun Metallic,Front-wheel Drive,25,32,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,JN1BJ1CP3KW524170,PL24170,12533
2021,RAM,1500 Laramie,RAM Certified,49689,4.8,92,Dealer,4.2,127,29906,Great,4.9,4.9,4.8,4.6,4.9,4.8,Diamond Black,Rear-wheel Drive,20,25,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6RREJT4MN594076,P594076,19024
2019,Honda,Civic Sport,Used,25979,4.9,275,Dealer,4.3,306,27612,Good,4.8,4.8,4.9,4.8,4.9,4.9,???,Front-wheel Drive,29,37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F83KH502110,220005A,31895
2018,BMW,X5 xDrive35i,Used,40888,4.8,66,Dealer,4.6,8,28328,Fair,4.8,4.9,4.9,4.5,4.9,4.8,Glacier Silver Metallic,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C52JL073021,CT42340A,57330
2021,Volkswagen,Tiguan 2.0T SEL,Used,32500,4.7,15,Dealer,4.7,848,20164,Good,4.7,4.6,4.7,4.6,4.9,4.8,Stone Blue,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV2B7AX7MM104836,0220632A,16051
2019,Volkswagen,Jetta 1.4T S,Volkswagen Certified,22379,4.5,258,Dealer,4.8,1444,22182,Good,4.5,4.5,4.4,4.5,4.6,4.4,Pure White,Front-wheel Drive,30,40,Gasoline,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3VWC57BU5KM155101,9491,34558
2017,Honda,CR-V Touring,Used,28664,4.8,803,Dealer,4.5,843,22182,Fair,4.8,4.8,4.7,4.7,4.8,4.8,Gunmetal Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H93HH646670,UM24387A,42943
2019,Volkswagen,Tiguan 2.0T SEL Premium R-Line,Used,36998,4.5,136,Dealer,3,10,20877,Fair,4.6,4.7,4.3,4.5,4.6,4.5,Platinum Gray Metallic,All-wheel Drive,21,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV4B7AX9KM104861,22218260,23397
2019,Honda,CR-V EX-L,Used,36091,4.8,540,Dealer,4.4,194,20855,Fair,4.8,4.8,4.7,4.7,4.8,4.8,Modern Steel Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H88KE030741,35992A,22408
2019,BMW,X3 xDrive30i,Used,38942,4.7,99,Dealer,4.3,283,20814,Good,4.7,4.7,4.8,4.3,4.8,4.6,Black Sapphire Metallic,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C59KLP82166,V20419A,37486
2019,Porsche,Cayenne S,Used,86990,4.7,24,Dealer,4.8,139,21204,Good,4.9,4.8,4.8,4.4,4.8,4.7,Black,All-wheel Drive,18,23,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,WP1AB2AY0KDA65049,KDA65049,12932
2017,BMW,X5 xDrive35i,Used,31000,4.7,77,Dealer,4.5,321,21162,Good,4.8,4.7,4.7,4.4,4.8,4.7,Mineral White Metallic,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C32H0V69186,3009,71989
2021,Jaguar,E-PACE P250 SE,Used,47777,4.9,1,Dealer,4.6,531,33064,Fair,5,5,5,4,5,5,Fuji White,All-wheel Drive,20,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,SADFP2FX4M1019712,M1019712,11062
2019,Jeep,Grand Cherokee Limited,Used,30495,4.8,224,Dealer,4.5,657,33064,Fair,4.9,4.9,4.8,4.6,4.9,4.8,Granite Crystal Clearcoat Metallic,Rear-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJEBG5KC646924,KC646924,80050
2019,Jeep,Cherokee Limited,Used,24750,4.6,568,Dealer,4.5,2581,33014,Good,4.8,4.7,4.5,4.5,4.7,4.6,Sting Gray Clearcoat,Front-wheel Drive,22,31,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,1C4PJLDB2KD269900,JP2076,32771
2018,Audi,A5 2.0T Premium Plus,Used,30954,4.9,82,Dealer,4.7,163,33181,Good,4.8,4.8,4.9,4.6,5,5,Glacier White Metallic,All-wheel Drive,24,34,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WAUENCF53JA010705,JA010705,63576
2015,GMC,Yukon XL 1500 SLE,Used,28999,4.6,58,Dealer,4.7,3672,19403,Good,4.8,4.7,4.6,4.2,4.8,4.5,Quicksilver Metallic,Four-wheel Drive,15,22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GKS2GKC8FR151986,151986A,90920
2020,Volkswagen,Tiguan 2.0T SEL Premium R-Line,Used,39998,4.7,59,Dealer,5,3,19406,Good,4.8,4.8,4.6,4.7,4.8,4.8,Deep Black Pearl Effect,All-wheel Drive,20,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV4B7AX5LM065056,21956096,11261
2019,Cadillac,XT4 Sport,Used,39116,4.2,107,Dealer,4.5,423,8234,Great,4.5,4.5,4,3.8,4.7,3.8,Shadow Metallic,All-wheel Drive,22,29,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1GYFZFR45KF151094,KF151094,19255
2015,Toyota,Corolla S Plus,Used,17995,4.6,241,Dealer,4.5,2,7087,Good,4.6,4.6,4.6,4.7,4.6,4.8,Black,Front-wheel Drive,29,37,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,2T1BURHE7FC405823,405823,41670
2019,Jeep,Grand Cherokee Limited,Jeep Certified,34995,4.8,224,Dealer,4.2,225,11234,Great,4.9,4.9,4.8,4.6,4.9,4.8,Diamond Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG9KC800721,U8335TL,18442
2019,Honda,Pilot EX-L,Used,29992,4.8,223,Dealer,4.6,85,12901,Good,4.9,4.8,4.7,4.7,4.7,4.8,Modern Steel Metallic,All-wheel Drive,18,26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H58KB080236,14782A,83644
2015,BMW,M4 Base,Used,43713,4.8,45,Dealer,3.4,237,11791,Good,4.6,4.7,4.9,4.4,4.9,4.8,Orange,Rear-wheel Drive,17,26,Gasoline,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,WBS3R9C53FK332180,332180,38452
2019,Honda,CR-V EX,Honda Certified,31427,4.8,540,Dealer,4.7,767,6795,Good,4.8,4.8,4.7,4.7,4.8,4.8,Modern Steel Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H51KH608892,25198,17586
2018,Mazda,CX-5 Touring,Used,26990,4.8,270,Dealer,4.4,158,1545,Great,4.8,4.8,4.7,4.8,4.8,4.8,Jet Black Mica,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBCM8J0473414,10237P,37215
2019,GMC,Acadia SLT-1,Used,41000,4.8,131,Dealer,4.2,553,1581,Fair,4.8,4.7,4.8,4.7,4.8,4.9,Dark Sky Metallic,All-wheel Drive,17,25,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKNULSXKZ221669,PM72251,12997
2021,Jeep,Grand Cherokee Limited,Used,43977,4.7,58,Dealer,4.8,1255,1756,Good,4.7,4.7,4.7,4.5,4.7,4.7,Bright White Clearcoat,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG8MC590714,P14881A,15462
2022,BMW,X2 M35i,Used,44773,4.8,2,Dealer,4.7,715,2886,Good,5,4.5,5,4.5,4.5,5,Black Sapphire Metallic,All-wheel Drive,23,30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXYN1C06N5T48503,60103L,12610
2014,Mercedes-Benz,E-Class E 350,Used,29975,4.8,176,Dealer,3.1,7,2081,Fair,4.9,4.8,4.8,4.6,4.9,4.8,White,Rear-wheel Drive,19,28,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDKK5KF3EF265054,A80,46175
2019,Ford,Edge SEL,Used,26999,4.7,193,Dealer,4.8,1949,4072,Great,4.8,4.7,4.7,4.6,4.8,4.7,Stone Gray Metallic,Front-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK3J96KBB24150,KBB24150,33549
2019,Nissan,Pathfinder Platinum,Used,36541,4.6,61,Dealer,3.7,3,91204,Good,4.7,4.5,4.6,4.5,4.7,4.6,Gun Metallic,Front-wheel Drive,20,27,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DR2MN7KC637263,1733P,18050
2018,BMW,X2 sDrive28i,BMW Certified,29995,4.7,42,Dealer,4.7,539,91801,Fair,4.6,4.7,4.7,4.5,4.9,4.5,Jet Black,Front-wheel Drive,23,32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXYJ3C32JEJ82380,436742A,32276
2020,Lexus,GX 460 Base,Used,54503,4.9,22,Dealer,4.7,722,92782,Good,5,4.9,4.9,4.8,5,5,Starfire Pearl,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX7L5258581,43416,20048
2021,Chevrolet,Suburban Z71,Used,78793,4.5,12,Dealer,4.9,1046,92392,Good,4.9,4.9,4.2,4.3,4.8,4.2,Shadow Gray Metallic,Four-wheel Drive,15,19,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKDKD1MR388584,P77003,16632
2020,Land,Rover Range Rover Velar S R-Dynamic,Used,64885,4.3,13,Dealer,4.3,281,92270,Good,4.2,4.5,4.1,3.9,4.9,4.2,Indus Silver,Four-wheel Drive,18,24,Gasoline,Automatic,V6,SALYK2FV6LA241645,LLA241645,23746
2022,Hyundai,Palisade Calligraphy,Used,54300,4.6,2,Dealer,4.7,849,89149,Good,5,5,4.5,4.5,4.5,4.5,Hyper White,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R74HEXNU362777,Z4465B,15716
2018,Tesla,Model 3 Long Range,Used,55998,4.6,117,Dealer,4.4,197,94103,Great,4.7,4.7,4.9,4.4,4.7,4.6,Red Multi,All-wheel Drive,120,112,Electric,1-Speed Automatic,Electric,5YJ3E1EB9JF096759,JF096759D,19199
2018,Chrysler,300 Limited,Used,22967,4.8,119,Dealer,4.5,907,95661,Good,4.9,4.9,4.7,4.7,4.9,4.8,Gloss Black,Rear-wheel Drive,19,30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CCAEG9JH159357,JH159357,67837
2020,Nissan,Rogue Sport S,Used,21750,4.7,67,Dealer,4.8,22,85023,Good,4.7,4.7,4.6,4.8,4.8,4.8,Gun Metallic,Front-wheel Drive,25,32,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,JN1BJ1CV0LW260552,49643,48935
2018,Toyota,RAV4 XLE,Toyota Certified,27888,4.8,770,Dealer,4.3,789,85014,Good,4.8,4.7,4.8,4.7,4.8,4.9,Silver,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,JTMWFREV0JD122062,E1036,44021
2019,BMW,X5 xDrive40i,Used,53995,4.7,55,Dealer,4.4,720,85284,Fair,5,4.9,4.9,4.4,4.7,4.6,Mineral White Metallic,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C52KLK79786,KLK79786,25265
2015,Nissan,Pathfinder SL,Used,20290,4.4,112,Dealer,4.7,1360,85226,Good,4.6,4.4,4.3,4.3,4.4,4.3,Cayenne,Front-wheel Drive,20,27,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,5N1AR2MN7FC674404,QA2054,63835
2021,Hyundai,Palisade Limited,Used,53999,4.9,91,Dealer,4.6,83,85281,Good,4.9,4.9,4.8,4.8,4.9,4.8,Hyper White,All-wheel Drive,19,24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R5DHE0MU212343,AH212343,16082
2017,Porsche,Cayenne Platinum Edition,Used,48901,4.7,34,Dealer,4.8,55,84111,Good,4.8,4.8,4.9,4.4,4.8,4.7,Mahogany Metallic,All-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,WP1AA2A25HKA83565,PHKA83565,53907
2018,Subaru,Crosstrek 2.0i Premium,Used,27179,4.8,343,Dealer,4.8,723,97027,Good,4.8,4.8,4.6,4.8,4.9,4.9,Crystal White Pearl,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTACC6JH304049,PJ2005,41192
2019,Honda,CR-V EX-L,Honda Certified,34643,4.8,540,Dealer,4.8,175,97233,Good,4.8,4.8,4.7,4.7,4.8,4.8,Crystal Black Pearl,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,JHLRW2H8XKX022578,PH12289,24598
2020,Mercedes-Benz,GLC 300 Base 4MATIC,Mercedes-Benz Certified,43417,4.8,35,Dealer,4.6,1333,97201,Good,4.9,4.9,4.7,4.7,4.9,4.7,Iridium Silver Metallic,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G8EB1LF674335,LF674335T,24419
2020,Ford,Fusion SE,Used,24200,4.8,70,Dealer,4.8,525,73131,Good,4.8,4.8,4.7,4.7,4.9,4.8,Black,All-wheel Drive,20,29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3FA6P0T9XLR173163,LR173163,38626
2019,Alfa,Romeo Giulia Ti,Alfa Romeo Certified,36998,4.7,29,Dealer,4.1,289,76108,Good,4.7,4.7,4.8,4.5,5,4.3,Rosso,All-wheel Drive,23,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFANBN7K7601046,U339392B,19114
2021,Volvo,XC40 T5 R-Design,Used,48968,4.8,34,Dealer,4.7,1678,78209,Good,4.9,4.8,4.8,4.6,4.8,4.7,Snow,All-wheel Drive,22,30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4162UM3M2579262,M2579262P,11764
2017,GMC,Acadia Limited Limited,Used,23991,4.7,61,Dealer,4.2,942,76177,Good,4.9,4.8,4.7,4.5,4.8,4.7,Quicksilver Metallic,Front-wheel Drive,15,22,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKRSKD5HJ110546,HJ110546,88322
2019,Jeep,Renegade Latitude,Used,22289,4.5,66,Dealer,4.9,68,78717,Good,4.5,4.5,4.4,4.3,4.5,4.6,Alpine White Clearcoat,Front-wheel Drive,22,30,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,ZACNJABB5KPK03550,PKPK03550,28899
2016,Ford,Focus SE,Used,5900,4.4,191,Dealer,4,31,75057,NA,4.4,4.5,4.3,4.3,4.6,4.3,Gray,Front-wheel Drive,26,36,E85 Flex Fuel,Automatic,2.0L I4 16V GDI DOHC Flexible Fuel,1FADP3F27GL398815,WEB336186,133755
2021,Mercedes-Benz,A-Class A 220,Used,39998,4.5,2,Dealer,3.4,12,75062,Good,4.5,4.5,4.5,4.5,4.5,4.5,Gray,Front-wheel Drive,25,36,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1K3G4EB8MJ256242,23009498,10844
2013,Lexus,RX 350 Base,Used,24998,4.7,117,Dealer,4.2,203,75209,NA,4.7,4.7,4.6,4.5,4.8,4.8,Starfire Pearl,Front-wheel Drive,18,25,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2T2ZK1BA6DC090226,423506A,93560
2019,Maserati,Ghibli Base,Used,47880,4.9,3,Dealer,4.3,1341,75093,Good,5,4.7,5,4.7,5,5,Black,Rear-wheel Drive,17,24,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,ZAM57XSA0K1310089,310089,28150
2021,Jeep,Wrangler Unlimited Rubicon 392,Used,86999,4.9,46,Dealer,4.7,7135,72758,Fair,4.9,5,4.9,4.6,4.9,4.8,Granite Crystal Clearcoat Metallic,Four-wheel Drive,13,17,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,1C4JJXSJ9MW768210,MW768210,19867
2017,Tesla,Model X 90D,Used,74991,4.7,27,Dealer,4.5,1445,77388,Fair,4.7,4.6,4.9,4.4,4.7,4.6,White,All-wheel Drive,90,94,Electric,1-Speed Automatic,Electric,5YJXCAE2XHF073508,HF073508,63522
2019,Maserati,Ghibli Base,Used,46264,4.9,3,Dealer,4.7,183,77373,Good,5,4.7,5,4.7,5,5,Bianco,Rear-wheel Drive,17,24,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,ZAM57XSA6K1315426,NX399862A,43215
2019,Lincoln,Nautilus Reserve,Used,42345,4.7,97,Dealer,4.8,6455,65109,Great,4.9,4.7,4.6,4.4,4.9,4.7,Infinite Black Metallic,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2LMPJ8L95KBL24177,MNY9092,27166
2015,Mercedes-Benz,C-Class C 300,Used,22495,4.7,121,Dealer,4.8,756,55416,Fair,4.8,4.8,4.7,4.5,4.8,4.6,Lunar Blue Metallic,All-wheel Drive,24,31,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF4KB3FU033095,2683A,81274
2020,Toyota,RAV4 LE,Toyota Certified,32992,4.7,166,Dealer,4.8,2148,55077,Great,4.8,4.8,4.7,4.6,4.8,4.8,Blue Flame,All-wheel Drive,27,34,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3F1RFV6LC064303,A10633,12523
2020,Lincoln,Nautilus Reserve,Used,43995,4.8,39,Dealer,4.6,264,55110,Good,4.9,4.8,4.8,4.7,4.9,4.8,Pristine White,Front-wheel Drive,21,26,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2LMPJ6K98LBL09048,P29669A,5429
2021,Jeep,Grand Cherokee Limited,Used,45997,4.7,58,Dealer,4.8,124,54669,Good,4.7,4.7,4.7,4.5,4.7,4.7,Diamond Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG6MC606618,2922049,18758
2018,BMW,X1 xDrive28i,Used,31488,4.8,79,Dealer,4.5,614,60540,Good,4.7,4.7,4.8,4.6,4.8,4.8,Glacier Silver Metallic,All-wheel Drive,22,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXHT3C38J5K31706,A8485P,25021
2021,Lexus,IS 350 F Sport,Used,47991,4.8,2,Dealer,4.9,68,60004,Great,5,4.5,5,4.5,5,5,White,All-wheel Drive,19,26,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,JTHGZ1E29M5021716,OL1817,14780
